,txt,label
9330,"진짜최악의영화 제이슨스타뎀팬으로써 빼놓지않고 모든영화다봤는데 이거진짜개최악 ,,완전깸 평점 너무높다.인간적으로5점이야한다.",1
9331,메디컬 탑팀 재밌게 잘 보고 있어요~~~!! 메디컬탑팀 화이팅^^!!,1
9332,현실을 그대로 보여주는 음악영화!!,1
9333,평점이 왜리허게 낮지 ㅡ.ㅡ 재밌는데 진심,1
9334,결말이 뭐 이따위야... 일요일에 이딴 쓰래기영화를 보다니 최악이군,1
9335,사랑의 의미. 감정변화를 제대로 느낄수 있었음. 책읽어봐야지!,1
9336,"파프 무기,바지 (+상의,모자) 따는거 도와드립니다.",0
9337,라이언 일병이 필요하다,1
9338,이 역사가 제대로 해명되지 못한 아쉬움에 만점을 못주겠다. 누가 누구를 원망하겠냐만 미군정과 이승만의 행적은 규명되어야 한다,1
9339,아무리 옛날 영화라지만 옥의티가 수백개.. 심지어 야구시합하는데 1회때 유니폼이랑 4회때 유니폼이 전혀 다름... 이딴걸 명작이라고 평가하다니.ㅉ,1
9340,참...이런 엉성한 스토리로 영화를 찍다니...배우들이 아깝따!,1
9341,감독 심승보 종북주의자로 판명.. 다 떠나서 이건 국보법으로 엄중하게 다스려야 한다.. 새끼야 이적할려면 니나 가서 해라.. 어디서 선동질?,1
9342,패파 하이퍼 스텟질문,0
9343,처음 3줄!,0
9344,스타포스 필드 파티찾기,0
9345,슬펏지만 보는동안 행복했어요ㅎ 아침에일어나면 엄마꼭안아줘야될것같아요ㅎㅎ,1
9346,난 꼬맹일때 봐서~!! 정말 쓰러지는줄 아라써!!,1
9347,영화는 역시 배우보다 감독을 확인하고 봐야한다는 걸 깨닳았다. 여주인공은 이쁘더라. 근데 노출씬이 없더라. 혼난다 아주 그냥.,1
9348,지금의 아버지 어머니들도 한때는 순수하고 아름다웠던 사랑을 했다는것을 새삼 느끼게 됩니다.,1
9349,아이들 눈높이에 맞는데.. 저도 아이들과 함께 잼나게 봤네요~,1
9350,보는 내내 대의와 형제의 그리고 야망으로 갈라진 세 형제의 안타까운 이야기를 통해서 보는 내내 흐르는 눈물을 감출 수가 없는 명작이었다.,1
9351,더빙 더빙 제발 전문 성우 좀 씁시다 너무 못해 어울리지도 않고 러시아어로 듣고 싶어 정말 내용도 구리고... 화면 색깔만 깨끗하니 좋네,1
9352,엄정화 연기상같은거 안주나. . 엄정화연기잘하는건 뻔히알고 당연한사실이라 잊고있었는데 이영화보고 다시한번 제대로느낌!! 저언니 연기상줘야한다. 연기를 참 너무잘하는데 나만그리느끼나 명품배우 엄정화,1
9353,이미난 이거 입소문 들어 알았던 작품이지욤 ㅎㅎ,1
9354,여주가 프로포폴 해서 그런지 환각이 보이나봐요 ㅋㅋ 미쳣네,1
9355,함정카드님... 내는 니 시다바리가,1
9356,베스트평점보고 언제적작품인지 새삼깨닫는다.. 대단하다,1
9357,이게뭐얌 ㅠㅠㅠㅠㅠㅠㅠ,1
9358,라이언 던...삼가 고인의 명복을 빕니다,1
9359,어제한 원기베리멸망전,0
9360,엄지원씨 김수현 작가랑 작품 처음인 것 같은데 다시 봤어요 작품도 좋고 연기자들도 좋고,1
9361,이 영화의 평점이 왜 이렇게 낮냐? 영화 제대로 보고 평점 올린거냐? 정말 생각없는 초딩과 사람들이 많고만 그러니까 우리나라가 이모양이지 ㅉㅉ,1
9362,케이트 블란쳇 ㅠㅠ짝짝,1
9363,액션인줄 쇠방망이가지고 사다코 헤치울때 친구랑 엄청웃었넼ㅋㅋㅋㅋ뒤도 안봤는데 사다코가 공격하는거 다 알아채고 쇠방망이 휘두름 개멋있어,1
9364,A급 따르려는 B급 정서의 C급 연출.,1
9365,말같지도않은 영화임..--;;,1
9366,드라마너무심햇다.......답답하다...아이유는 그냥가수하시지.....왜나와서.....정말답답하다....정말답답해서글올려요....드라스토리너무막장이애요....아이유님 표정연기하는거보면....밥먹다가밥맛이뚝....가수로는정말멋진데....드라마왜함;;,1
9367,걍 굿,1
9368,"나이든 장르노, 무력한 경찰, 조직이라 하기엔 엉성항 조직력. 모든게 이상해......",1
9369,가대하면 실망이 크다더니..일본이 미국영화사를 다 샀다던데 그래서 그런가 정점 왜이럴까 초호화 배우들이 아까울 정도의 최악의 연출 진짜 지루했다...돈아까우니 보지 마시길..,1
9370,박시은 킹왕짱!!!!!!!!그녀는 예쁘다.,1
9371,스카 우트 맥강 케인 구해용,0
9372,소재가 정말 기발했고 헐리웃 애니 특유의 재미도 느낄수있어서 좋았습니다,1
9373,김민종이 나오면 다 최고다,1
9374,원작 의존도가 높은 만큼 이 작품은 약하다,1
9375,중딩때 이거 보고 눈물 흘리며 웃었던 기억이~ ㅋ,1
9376,역겨운 영화다. 결혼 직전에 내 여자의 전남친이 나타나서 데려가 버리면 미쳐버릴 듯. 진짜 여자들 역겹네요. 이게 아름다워요? 입장 바꿔서 생각해봐요. 님네 예비신랑 전여친이 갑자기 나타나서 델꼬간다 생각해봐요. 아름다운 이야기 입니까? 비극입니까?,1
9377,큐브 몇개돌려야 유잠감?;,0
9378,ㅠ ㅠ이명작을이제봤다니...경제쌤~진심으루고맙습니다!!!!ㅎㅎ,1
9379,제논vs카이저,0
9380,대부분 이런 영화가 망하는 이유는 두가지다. 하나는 더빙 또 하나는 그걸 더빙한 성우. 한국에 좋은 성우들 많은데 뭐하노 ㅡㅡ,1
9381,관객을 유치원생으로 봐서 별것도아닌것을 세세하게 설명해준영화,1
9382,160전사신발 노작 39억 바로삼,0
9383,너무나뻔한스토리임,1
9384,김성균 진짜 싸이코패스인줄...,1
9385,내 일점을 너에게 바친다,1
9386,루나서버 메린이인데..,0
9387,지민님 나온 영화는 무조건 영화관에서 2번봅니다 우리 공듀님 화이팅 !,1
9388,양조위가 천웨이창이었다는 사실을 알게될 때의 짜릿함은...,1
9389,메린이 도와주세요,0
9390,이것도 토드가능함?,0
9391,아이가 좋아해요ㅋㅋ 저도 잼있게 봤네용ㅋ,1
9392,봐야지 봐야지 하면서 질질 끌다가 본영화인데. 무슨 짜집기 식으로 전개가 되는데 좀 허접함 괜히 고문이나 하고 무슨 복수를하는데 사람을. 아 이거쓰면 스포구나 마지막 반전은 무슨.. ㅋㅋㅋ,1
9393,본메 메m 계정연동 변경 되나요,0
9394,데슬 템셋팅,0
9395,종합병원2가 아니라 뉴하트2나 다름없다..,1
9396,오래전에 본 영화인데도 지금도 유효한 놀라운 메시지!!!,1
9397,최고의 범죄영화,1
9398,어쩜 사랑이 이럴수가 있음 ㅠㅠㅠ,1
9399,제목 봐라ㅋ 혹성탈출 시리즈에 편승해서 손님 끌어보려는 개수작이네,1
9400,쪽바리 영화 왜 보냐...,1
9401,이거 얼마까지 부를 수 있을까,0
9402,영화봤다.. 평정궁금해서 남기려왓는데 가레스베일떠서 놀랬다...시간이 남아도 할게 없어도 절대 보지마라... 뻔한 스토리 스릴러는 무슨.. 진짜 1점도 아깝다...,1
9403,스포츠 멜로물로는 잘만들어진영화이다.,1
9404,꼬마 안성기씨네..,1
9405,보상 장신구 머 받는게 젤 나아요!!?,0
9406,"내용 전달력 0 , 간간히 귀신에 깜짝깜짝 놀래긴 했으나, 내용의 개연성이 너무없음 , 예를들어 사진찍으러간 4인방중 남자 3명이 예전에 4반친구들이었다면 대체 여동생은 왜 학교에 왔는지, 그런것들?",1
9407,애들 영화라 별루기대 안했는데 의외의 반전이 있었네요.,1
9408,접속오류 0x0130000F,0
9409,평점보고 속아보았으나 다 큰 남녀가 공감하기엔 너무도 유치한 이야기. 1점까진 아니나 평점이 과한 관계로...,1
9410,극극 내 수치 변화,0
9411,바둑 18급수짜리가 봐도 오글거림의 향연. 왜 수 한마디 한마디에 바둑용어가 올라오는지.. 타짜2와 더불어 타짜의 아류를 자처한 영화,1
9412,대충 최종딜예상,0
9413,왠지 몰르게 잼있었음,1
9414,생각보다는...,1
9415,잉델보고 좋은하루 되라잉,0
9416,액션좋다,1
9417,그러게 원래 상품이 그런 줄 알았는데 투자하고나서 바꾸면 피해본건 환불안해주냐?,0
9418,"""""""어법의 유사성에서 붕어빵이라 할 만한 """"""""나 없는 내 인생""""""""의 젊은 여성, """"""""버킷 리스트""""""""의 노인, 이제는 12살 소년, 사골 우려내듯 우려내도 깊은 맛이 안 나는 건 '죽음'이 가벼워서는 아닐텐데.""""""",1
9419,탕윤 티켓 하나 어디서 얻나여,0
9420,어떻게 5점대의 평점이 나오는지 이해 할 수 없다..80년대 유호 프로덕션의 3류 에로물 보는 느낌.. tv에서 공짜로 봤는데도.. 화가 난다...,1
9421,액션이 없는데도 재미 있는 몇안되는 영화,1
9422,아 진짜 하하 더빙좀 안하면 안되냐....,1
9423,너무너무 잼있네요^^,1
9424,내가 이 드라마를 딱 마지막회까지 2회를 남기고 포기했는데 너무 재미가 없어서임 진심 보는내내 존나 짜증만나고 다음회가 기대가 전혀 안됨 왠만하면 마지막회까지 2회 남았으면 지금까지 본게 있으니 끝까지 볼텐데 이건진짜 쓰레기임 ㄷㄷ;안보는게 답임,1
9425,작가 실력 의심스럽네..언제까지 민수만 찾을 껍니까??작가야다른 새롭고 참신한 스토리. 못. 쓰나??배우들이 아깝구만...ㅠ,1
9426,영화관에서 보고 몇달뒤에 돈주고 다운받아서 아직까지 봐요 친구들도 명작으로꼽아요,1
9427,사주시면 고마울꺼에욧!,0
9428,왜신케는 버닝안되나요?이유가먼가요?,0
9429,아니 자사만 돌리는데 왜 정지인데 ㅡㅡ,0
9430,상당히 잼있게 봤다. ㅎㅎ 프랑스 영화도 볼만하넹 ㅋ,1
9431,그냥 만든놈이 OO,1
9432,문의 어딨다 해야하나요,0
9433,운영자가 고갱님들을 잘알아,0
9434,"너무나도 따뜻한, 마음이 따뜻해지는... 한번쯤 자신을 되돌아보게 만드는 영화",1
9435,홀리 봤는데 감동적이였구 민아 신이누님 마지막에 눈물날뻔했어요 민아연기 기회가되면 또보고싶네요 그리고 시간 아깝다는사람들 그시간에 공부하세요ㅎ,1
9436,어휴할말도없는데 뭘 10자이상 쓰라는거야,1
9437,메포,0
9438,"시리즈 중 유일하게 볼만하다. 2부터 6까지 하나같이 형편없고, 7도 마찬가지일 것이다. 2~7까지 다 1점 줬으나 이건 2점 준다.",1
9439,바보들에 행진같군요.현실이라~~`,1
9440,왜 연락이 안오누,0
9441,홍태경 아들 참잘키우네 아편집좀하던가 홍태경 울어대는거 그만보고싶어요좀 우는애들 내보내지말던가 성대현딸도 겁나 사가지없더만 보다가도 채널돌리게되네,1
9442,좋은 영화네요,1
9443,너무 재밌어요^^,1
9444,새로키우는 캐릭터는 이제 성장지원 받는건가요?,0
9445,스릴있고 좋아요.^^,1
9446,앤의 옛날성우가 그리웠다.. 조금만 더 차분한 목소리였으면 ㅠ,1
9447,연기봐줄만한데....무튼 한국인들 까는근성 ㅅ,1
9448,유니온 배치지적좀,0
9449,좀 황당한데 1점 등록하고 혹시나 하고 찾았는데 평점 지워짐 이런 것도 관리 하나봐요 황당평점 관리할 시간에 내용 보수하세요,1
9450,저게 내 삶에 실제로 일어났음 좋겠다ㅠ,1
9451,솔직히 이영화 재미없다고 평점 단 분들 세상 재미있는 영화하나도 없으시잖아요:) 참고로 전 기똥차게 즐겁게 봤음요. 다음 시리즈 기대됌ㅠ,1
9452,루타장비가 갖고싶어?! 영상하나로 끝내는 카오스 반반 공략법,0
9453,읭. 세계가 인정한 영화 저건 뭐야,1
9454,(친목/성인) 많이 알려드릴게!! 메린이들 어서와요!!,0
9455,스카 메린이 길드구합니다..ㅜㅜ,0
9456,니미 원작이 됐던 소설이 훨~씬 재밌다. 난 소설보고서 두말없이 봤는데 이건 뭐..,1
9457,흥미진진하고 재밌었습니다 좋네요,1
9458,쓰레기..ㅋㅋㅋ,1
9459,나쁘지않은데 안봐도그만 별점9점너무높다,1
9460,"엄청난 스케일,인생의 모든 군상들을 압축해놓은듯한 작품",1
9461,전쟁엔 음악이없다 그저 비참한 현실일뿐...,1
9462,보스전리품 뭐가 제일 나을까요,0
9463,200렙 22셋,0
9464,직업 추천 좀 해주세요 ㅠㅠ,0
9465,200이후 사냥터에서는 22셋이 아니라 파프 4셋인가요?,0
9466,고수님들,0
9467,빨리 우트 맥강을 사고 싶다,0
9468,고등학교 영화 동아리에서 만들어도 이것보단 나을듯...2014년 이 아니라 1990년도 작품같아요.,1
9469,메린이 펫뽑...,0
9470,112렙 메린이,0
9471,재밌었습니다..반전도있고..디아이 비슷한 느낌이였습니다..,1
9472,패파들 잘들어라,0
9473,너무 재미있는 영화 유머가 있는 유쾌한영화,1
9474,(1일1테트) 무과금 메린이의 이벤트 근황,0
9475,3렙 도적 엘나스 뚫었는데 폐광 갈려고 함,0
9476,엘리시움 서버톡방 있나요?,0
9477,육성은포기한지오래....,0
9478,망자의 억울함을 달래주시오~,1
9479,"루미,불독,비숍,썬콜 본케 추천좀",0
9480,아쉽다,1
9481,사라가 오히려 궁지에 몰리는 현실의 모순을 빗대어 역설적으로 표현한 작품.,1
9482,스카니아 우트활 가격대 이게맞나요? 비싼거같은데,0
9483,의미도 뭐시기도 거시기도 아무것도....,1
9484,소재만 좋고 나머지는 다 허술하기 짝이없음,1
9485,정말 맘에 들어요. 그래서 또 보고싶은데 또 보는 방법이 없네? >.. ㅜㅡ,1
9486,꿀잼 허니잼 포도잼 딸기잼,1
9487,비숍 스킬셋팅 도와주세요..,0
9488,이건 톰베린저의 가면의 정사 각색도 아니고 걍..쌔리 배꼈네.,1
9489,"에, 평점 왜이렇게 낳지. 8점이 적당한뎅.. 높이기 위해 10점 고고 ㅋㅋ",1
9490,평만보고 안보려다 우연찮게 봤는데 역시 영화는 내가 직접보고 느껴야 한다.영화가 전체적으로정적인 느낌속에서 크게 화려하진 않지만 시간적으로구성한 정조암살사건을 다뤄 아주 몰입도 있게 봤다.이영화는 정조가 즐겨쓰던 편전.딱 편전 같은 느낌이었다.,1
9491,"그냥,,",1
9492,원정대 어제부터 계속 터지네,0
9493,감사합니다...간만에 아주 푸~욱 잤어요. 상쾌합니다.,1
9494,지독한 사랑 그러나 선택은 현실...,1
9495,김승우를 쓰는게 아니였다,1
9496,김장훈 내래이션의 정말 볼만한 영화,1
9497,말하려는게 뭔지? 보기전엔 평점이 왜이렇게 낮지 했는데 이것도 높다.,1
9498,달빛 2배 이벤트,0
9499,실망... 미화시키는 건 그만..,1
9500,130~140제 예상강화비용표,0
9501,사기꾼 정치인을 떠나서 이 영화는 허구 그 자체이다. 이영화 까는영화도 봐보길,1
9502,으음 살짝 봤는데 감동적임!~ 그런데 개념없는 1~5점은 ㅇ뭐임?ㅡ;ㄱ-,1
9503,맥 라이언 로맨틱 코미디가 이만큼 실망스러웠던 적이 없었는데,1
9504,커플을 왜 쫒는지 이유가 없다 그냥 막살인 그냥 막영화,1
9505,정말 어떤 내용이길래 이런 40자평인지 슬슬 궁금해진다.ㅋ,1
9506,시즌2는별로..아무리사람이바뀌고PD가바뀌었다해도 전혀 신선함이없고 지루함..,1
9507,세월이 지나서 다시 보니 뭔가 먹먹함이 다르더군요. 공감하는 사람이라면 가슴속에 명작으로 남을 듯...,1
9508,지루함 너무 잔잔한 영화였음,1
9509,요즘 신축아파트의 기능.jpg,0
9510,어깨 가격,0
9511,귀때기 하나로 시작된 형사 놀이. 분위기 만큼은 인정,1
9512,3.3?333?3333글자,1
9513,1월 17일 오전 십구만 거래하신 이창민씨 찾아요,0
9514,이딴게 이렇게 평이 높다니,1
9515,뭐가더나아연?,0
9516,"이건 머 전부 30세 금 변태 게이 영화 ,,",1
9517,제발전문성우쓰라고!!!,1
9518,"기존 팬들이나 이런 계열 좋아하는 사람에게만 예찬되는 영화인가, 싶다. 오만상 써가며 반 보다가 포기했다.",1
